,zipcode,city,state,popsum
27598,65275,Paris,Missouri,5497.0
27599,65276,Pilot Grove,Missouri,3583.0
27600,65278,Renick,Missouri,159.0
27601,65279,Rocheport,Missouri,3761.0
27602,65280,Rush Hill,Missouri,534.0
27603,65281,Salisbury,Missouri,3669.0
27604,65282,Santa Fe,Missouri,392.0
27605,65283,Stoutsville,Missouri,778.0
27606,65284,Sturgeon,Missouri,6127.0
27607,65285,Thompson,Missouri,1522.0
27608,65286,Triplett,Missouri,224.0
27609,65287,Wooldridge,Missouri,1142.0
27611,65301,Sedalia,Missouri,72932.0
27613,65305,Whiteman Air Force Base,Missouri,5579.0
27614,65320,Arrow Rock,Missouri,141.0
27615,65321,Blackburn,Missouri,809.0
27616,65322,Blackwater,Missouri,657.0
27617,65323,Calhoun,Missouri,1709.0
27618,65324,Climax Springs,Missouri,4283.0
27619,65325,Cole Camp,Missouri,8249.0
27620,65326,Edwards,Missouri,4471.0
27621,65327,Emma,Missouri,584.0
27622,65329,Florence,Missouri,1054.0
27623,65330,Gilliam,Missouri,254.0
27624,65332,Green Ridge,Missouri,3733.0
27625,65333,Houstonia,Missouri,1634.0
27626,65334,Hughesville,Missouri,1433.0
27627,65335,Ionia,Missouri,431.0
27628,65336,Knob Noster,Missouri,10413.0
27629,65337,La Monte,Missouri,3981.0
27630,65338,Lincoln,Missouri,6149.0
27631,65339,Malta Bend,Missouri,1437.0
27632,65340,Marshall,Missouri,40180.0
27633,65344,Miami,Missouri,394.0
27634,65345,Mora,Missouri,431.0
27635,65347,Nelson,Missouri,1496.0
27636,65348,Otterville,Missouri,2290.0
27637,65349,Slater,Missouri,5596.0
27638,65350,Smithton,Missouri,3842.0
27639,65351,Sweet Springs,Missouri,2821.0
27640,65354,Syracuse,Missouri,683.0
27641,65355,Warsaw,Missouri,28041.0
27642,65360,Windsor,Missouri,10275.0
27643,65401,Rolla,Missouri,84314.0
27646,65436,Beulah,Missouri,203.0
27647,65438,Birch Tree,Missouri,4478.0
27648,65439,Bixby,Missouri,553.0
27649,65440,Boss,Missouri,1173.0
27650,65441,Bourbon,Missouri,14009.0
27651,65443,Brinktown,Missouri,208.0
27652,65444,Bucyrus,Missouri,1202.0
27653,65446,Cherryville,Missouri,383.0
27654,65449,Cook Sta,Missouri,563.0
27655,65452,Crocker,Missouri,5713.0
27656,65453,Cuba,Missouri,23735.0
27657,65456,Davisville,Missouri,1158.0
27658,65457,Devils Elbow,Missouri,714.0
27659,65459,Dixon,Missouri,18334.0
27660,65461,Duke,Missouri,239.0
27661,65462,Edgar Springs,Missouri,3352.0
27662,65463,Eldridge,Missouri,1174.0
27663,65464,Elk Creek,Missouri,583.0
27664,65466,Eminence,Missouri,4398.0
27665,65468,Eunice,Missouri,172.0
27666,65470,Falcon,Missouri,1537.0
27667,65473,Fort Leonard Wood,Missouri,35153.0
27668,65479,Hartshorn,Missouri,298.0
27669,65483,Houston,Missouri,12409.0
27670,65484,Huggins,Missouri,136.0
27671,65486,Iberia,Missouri,2397.0
27672,65501,Jadwin,Missouri,261.0
27673,65529,Jerome,Missouri,600.0
27675,65534,Laquey,Missouri,2127.0
27676,65535,Leasburg,Missouri,3606.0
27677,65536,Lebanon,Missouri,79738.0
27678,65541,Lenox,Missouri,395.0
27679,65542,Licking,Missouri,7445.0
27680,65543,Lynchburg,Missouri,967.0
27682,65548,Mountain View,Missouri,6705.0
27683,65550,Newburg,Missouri,6753.0
27684,65552,Plato,Missouri,4484.0
27685,65555,Raymondville,Missouri,1777.0
27686,65556,Richland,Missouri,11941.0
27687,65557,Roby,Missouri,259.0
27688,65559,Saint James,Missouri,19749.0
27689,65560,Salem,Missouri,16802.0
27690,65564,Solo,Missouri,457.0
27691,65565,Steelville,Missouri,15058.0
27692,65566,Viburnum,Missouri,2023.0
27693,65567,Stoutland,Missouri,3323.0
27694,65570,Success,Missouri,1354.0
27695,65571,Summersville,Missouri,3637.0
27696,65580,Vichy,Missouri,1441.0
27697,65582,Vienna,Missouri,2362.0
27698,65583,Waynesville,Missouri,12228.0
27699,65584,Saint Robert,Missouri,7197.0
27700,65586,Wesco,Missouri,87.0
27701,65588,Winona,Missouri,7011.0
27702,65589,Yukon,Missouri,291.0
27703,65590,Long Lane,Missouri,2518.0
27704,65591,Montreal,Missouri,1862.0
27705,65601,Aldrich,Missouri,871.0
27706,65603,Arcola,Missouri,462.0
27707,65604,Ash Grove,Missouri,8277.0
27708,65605,Aurora,Missouri,33266.0
27709,65606,Alton,Missouri,6452.0
27711,65608,Ava,Missouri,14921.0
27712,65609,Bakersfield,Missouri,2078.0
27713,65610,Billings,Missouri,10489.0
27714,65611,Blue Eye,Missouri,3545.0
27715,65612,Bois D Arc,Missouri,3606.0
27716,65613,Bolivar,Missouri,28763.0
27717,65614,Bradleyville,Missouri,997.0
27719,65616,Branson,Missouri,16149.0
27720,65617,Brighton,Missouri,3346.0
27721,65618,Brixey,Missouri,110.0
27722,65619,Brookline,Missouri,11576.0
27723,65620,Bruner,Missouri,699.0
27724,65622,Buffalo,Missouri,8451.0
27725,65623,Butterfield,Missouri,76.0
27726,65624,Cape Fair,Missouri,3340.0
27727,65625,Cassville,Missouri,21841.0
27728,65626,Caulfield,Missouri,4351.0
27729,65627,Cedarcreek,Missouri,1015.0
27730,65629,Chadwick,Missouri,926.0
27731,65630,Chestnutridge,Missouri,367.0
27732,65631,Clever,Missouri,10088.0
27733,65632,Conway,Missouri,3247.0
27734,65633,Crane,Missouri,4857.0
27735,65634,Cross Timbers,Missouri,1285.0
27736,65635,Dadeville,Missouri,1092.0
27738,65637,Dora,Missouri,2352.0
27739,65638,Drury,Missouri,478.0
27740,65640,Dunnegan,Missouri,1961.0
27741,65641,Eagle Rock,Missouri,3411.0
27742,65644,Elkland,Missouri,4751.0
27744,65646,Everton,Missouri,5261.0
27745,65647,Exeter,Missouri,5050.0
27746,65648,Fair Grove,Missouri,11333.0
27747,65649,Fair Play,Missouri,1833.0
27748,65650,Flemington,Missouri,3131.0
27749,65652,Fordland,Missouri,6197.0
27750,65653,Forsyth,Missouri,15485.0
27751,65654,Freistatt,Missouri,410.0
27752,65655,Gainesville,Missouri,8170.0
27753,65656,Galena,Missouri,10807.0
27754,65657,Garrison,Missouri,241.0
27755,65658,Golden,Missouri,2286.0
27756,65660,Graff,Missouri,496.0
27757,65661,Greenfield,Missouri,5704.0
27758,65662,Grovespring,Missouri,3254.0
27759,65663,Half Way,Missouri,5043.0
27760,65664,Halltown,Missouri,364.0
27762,65667,Hartville,Missouri,8412.0
27763,65668,Hermitage,Missouri,4401.0
27764,65669,Highlandville,Missouri,3195.0
27765,65672,Hollister,Missouri,22453.0
27767,65674,Humansville,Missouri,7764.0
27769,65676,Isabella,Missouri,307.0
27770,65679,Kirbyville,Missouri,4501.0
27771,65680,Kissee Mills,Missouri,726.0
27772,65681,Lampe,Missouri,5326.0
27773,65682,Lockwood,Missouri,4325.0
27774,65685,Louisburg,Missouri,2342.0
27775,65686,Kimberling City,Missouri,10174.0
27777,65689,Cabool,Missouri,2693.0
27778,65690,Couch,Missouri,785.0
27779,65692,Koshkonong,Missouri,2987.0
27780,65702,Macomb,Missouri,1188.0
27781,65704,Mansfield,Missouri,2406.0
27782,65705,Marionville,Missouri,8922.0
27783,65706,Marshfield,Missouri,25400.0
27784,65707,Miller,Missouri,3767.0
27785,65708,Monett,Missouri,26476.0
27786,65710,Morrisville,Missouri,1877.0
27787,65711,Mountain Grove,Missouri,16849.0
27788,65712,Mount Vernon,Missouri,23288.0
27789,65713,Niangua,Missouri,4198.0
27790,65714,Nixa,Missouri,79927.0
27791,65715,Noble,Missouri,46.0
27792,65717,Norwood,Missouri,5356.0
27793,65720,Oldfield,Missouri,1384.0
27794,65721,Ozark,Missouri,58541.0
27795,65722,Phillipsburg,Missouri,4110.0
27796,65723,Pierce City,Missouri,4156.0
27797,65724,Pittsburg,Missouri,3822.0
27798,65725,Pleasant Hope,Missouri,5696.0
27800,65727,Polk,Missouri,482.0
27801,65728,Ponce De Leon,Missouri,199.0
27802,65729,Pontiac,Missouri,600.0
27803,65730,Powell,Missouri,319.0
27804,65731,Powersite,Missouri,608.0
27805,65732,Preston,Missouri,1956.0
27806,65733,Protem,Missouri,1209.0
27807,65734,Purdy,Missouri,5443.0
27808,65735,Quincy,Missouri,174.0
27809,65737,Reeds Spring,Missouri,21418.0
27810,65738,Republic,Missouri,46039.0
27811,65739,Ridgedale,Missouri,2829.0
27812,65740,Rockaway Beach,Missouri,9167.0
27814,65742,Rogersville,Missouri,13830.0
27815,65744,Rueter,Missouri,296.0
27816,65745,Seligman,Missouri,4137.0
27817,65746,Seymour,Missouri,21504.0
27818,65747,Shell Knob,Missouri,4732.0
27819,65752,South Greenfield,Missouri,323.0
27820,65753,Sparta,Missouri,11081.0
27821,65754,Spokane,Missouri,2445.0
27822,65755,Squires,Missouri,864.0
27823,65756,Stotts City,Missouri,1287.0
27824,65757,Strafford,Missouri,19400.0
27825,65759,Taneyville,Missouri,3553.0
27826,65760,Tecumseh,Missouri,1111.0
27827,65761,Theodosia,Missouri,1384.0
27828,65762,Thornfield,Missouri,478.0
27829,65764,Tunas,Missouri,2628.0
27831,65766,Udall,Missouri,129.0
27832,65767,Urbana,Missouri,2470.0
27833,65768,Vanzant,Missouri,1091.0
27834,65769,Verona,Missouri,8231.0
27835,65770,Walnut Grove,Missouri,8479.0
27836,65771,Walnut Shade,Missouri,3787.0
27837,65772,Washburn,Missouri,5905.0
27838,65773,Wasola,Missouri,1881.0
27839,65774,Weaubleau,Missouri,2420.0
27840,65775,West Plains,Missouri,31170.0
27841,65777,Moody,Missouri,507.0
27842,65778,Myrtle,Missouri,780.0
27843,65779,Wheatland,Missouri,4641.0
27844,65781,Willard,Missouri,19628.0
27845,65783,Windyville,Missouri,453.0
27846,65784,Zanoni,Missouri,73.0
27847,65785,Stockton,Missouri,14157.0
27848,65786,Macks Creek,Missouri,4681.0
27849,65787,Roach,Missouri,4709.0
27850,65788,Peace Valley,Missouri,1093.0
27851,65789,Pomona,Missouri,3322.0
27852,65790,Pottersville,Missouri,1313.0
27853,65791,Thayer,Missouri,7807.0
27854,65793,Willow Springs,Missouri,6899.0
27856,65802,Springfield,Missouri,115427.0
27857,65803,Springfield,Missouri,109097.0
27858,65804,Springfield,Missouri,77209.0
27860,65806,Springfield,Missouri,16719.0
27861,65807,Springfield,Missouri,62470.0
27863,65809,Springfield,Missouri,29921.0
27864,65810,Springfield,Missouri,54404.0
27871,66002,Atchison,Kansas,36598.0
27872,66006,Baldwin City,Kansas,15996.0
27873,66007,Basehor,Kansas,5497.0
27874,66008,Bendena,Kansas,306.0
27875,66010,Blue Mound,Kansas,750.0
27876,66012,Bonner Springs,Kansas,22820.0
27877,66013,Bucyrus,Kansas,4288.0
27878,66014,Centerville,Kansas,227.0
27879,66015,Colony,Kansas,1800.0
27880,66016,Cummings,Kansas,534.0
27881,66017,Denton,Kansas,367.0
27882,66018,De Soto,Kansas,6077.0
27883,66020,Easton,Kansas,2374.0
27884,66021,Edgerton,Kansas,5421.0
27885,66023,Effingham,Kansas,3063.0
27886,66024,Elwood,Kansas,1576.0
27887,66025,Eudora,Kansas,9078.0
27888,66026,Fontana,Kansas,1897.0
27889,66027,Fort Leavenworth,Kansas,9646.0
27890,66030,Gardner,Kansas,32825.0
27891,66031,New Century,Kansas,3078.0
27892,66032,Garnett,Kansas,5430.0
27893,66033,Greeley,Kansas,1618.0
27894,66035,Highland,Kansas,1262.0
27896,66039,Kincaid,Kansas,943.0
27897,66040,Lacygne,Kansas,7109.0
27898,66041,Lancaster,Kansas,1490.0
27899,66042,Lane,Kansas,1650.0
27900,66043,Lansing,Kansas,14429.0
27901,66044,Lawrence,Kansas,57910.0
27902,66045,Lawrence,Kansas,2113.0
27903,66046,Lawrence,Kansas,34226.0
27904,66047,Lawrence,Kansas,27784.0
27905,66048,Leavenworth,Kansas,77927.0
27906,66049,Lawrence,Kansas,43215.0
27907,66050,Lecompton,Kansas,2249.0
27909,66052,Linwood,Kansas,2533.0
27910,66053,Louisburg,Kansas,20963.0
27911,66054,Mc Louth,Kansas,3293.0
27912,66056,Mound City,Kansas,2754.0
27913,66058,Muscotah,Kansas,1106.0
27914,66060,Nortonville,Kansas,2869.0
27915,66061,Olathe,Kansas,64831.0
27916,66062,Olathe,Kansas,157777.0
27918,66064,Osawatomie,Kansas,10913.0
27919,66066,Oskaloosa,Kansas,6825.0
27920,66067,Ottawa,Kansas,41894.0
27921,66070,Ozawkie,Kansas,2843.0
27922,66071,Paola,Kansas,13935.0
27923,66072,Parker,Kansas,2735.0
27924,66073,Perry,Kansas,3969.0
27925,66075,Pleasanton,Kansas,4646.0
27926,66076,Pomona,Kansas,5743.0
27927,66078,Princeton,Kansas,1604.0
27928,66079,Rantoul,Kansas,1694.0
27929,66080,Richmond,Kansas,2953.0
27930,66083,Spring Hill,Kansas,4512.0
27931,66085,Stilwell,Kansas,15182.0
27932,66086,Tonganoxie,Kansas,24243.0
27933,66087,Troy,Kansas,2250.0
27934,66088,Valley Falls,Kansas,4001.0
27935,66090,Wathena,Kansas,5443.0
27936,66091,Welda,Kansas,629.0
27937,66092,Wellsville,Kansas,11406.0
27938,66093,Westphalia,Kansas,649.0
27939,66094,White Cloud,Kansas,1161.0
27940,66095,Williamsburg,Kansas,442.0
27941,66097,Winchester,Kansas,1277.0
27942,66101,Kansas City,Kansas,28772.0
27943,66102,Kansas City,Kansas,42835.0
27944,66103,Kansas City,Kansas,29338.0
27945,66104,Kansas City,Kansas,56887.0
27946,66105,Kansas City,Kansas,4728.0
27947,66106,Kansas City,Kansas,48280.0
27948,66109,Kansas City,Kansas,33894.0
27950,66111,Kansas City,Kansas,15822.0
27951,66112,Kansas City,Kansas,18244.0
27953,66115,Kansas City,Kansas,0.0
27955,66118,Kansas City,Kansas,3.0
27959,66202,Mission,Kansas,41265.0
27960,66203,Shawnee,Kansas,51576.0
27961,66204,Overland Park,Kansas,45547.0
27962,66205,Mission,Kansas,15828.0
27963,66206,Leawood,Kansas,21299.0
27964,66207,Overland Park,Kansas,35392.0
27965,66208,Prairie Village,Kansas,57081.0
27966,66209,Leawood,Kansas,20838.0
27967,66210,Overland Park,Kansas,11756.0
27968,66211,Leawood,Kansas,9417.0
27969,66212,Overland Park,Kansas,84635.0
27970,66213,Overland Park,Kansas,57148.0
27971,66214,Overland Park,Kansas,7780.0
27972,66215,Lenexa,Kansas,50523.0
27973,66216,Shawnee,Kansas,52136.0
27974,66217,Shawnee,Kansas,11879.0
27975,66218,Shawnee,Kansas,4753.0
27976,66219,Lenexa,Kansas,12922.0
27977,66220,Lenexa,Kansas,8223.0
27978,66221,Overland Park,Kansas,35934.0
27980,66223,Overland Park,Kansas,47795.0
27981,66224,Overland Park,Kansas,31880.0
27983,66226,Shawnee,Kansas,26290.0
27984,66227,Lenexa,Kansas,9732.0
27992,66401,Alma,Kansas,3756.0
27993,66402,Auburn,Kansas,6786.0
27994,66403,Axtell,Kansas,1295.0
27995,66404,Baileyville,Kansas,1107.0
27996,66406,Beattie,Kansas,872.0
27997,66407,Belvue,Kansas,1106.0
27998,66408,Bern,Kansas,669.0
27999,66409,Berryton,Kansas,6427.0
28000,66411,Blue Rapids,Kansas,2228.0
28001,66412,Bremen,Kansas,636.0
28002,66413,Burlingame,Kansas,5017.0
28003,66414,Carbondale,Kansas,3022.0
28004,66415,Centralia,Kansas,1379.0
28005,66416,Circleville,Kansas,799.0
28006,66417,Corning,Kansas,815.0
28007,66418,Delia,Kansas,1451.0
28008,66419,Denison,Kansas,1182.0
28010,66422,Emmett,Kansas,1085.0
28011,66423,Eskridge,Kansas,2337.0
28012,66424,Everest,Kansas,1048.0
28013,66425,Fairview,Kansas,930.0
28015,66427,Frankfort,Kansas,868.0
28016,66428,Goff,Kansas,427.0
28017,66429,Grantville,Kansas,1119.0
28018,66431,Harveyville,Kansas,1849.0
28019,66432,Havensville,Kansas,1084.0
28020,66434,Hiawatha,Kansas,5520.0
28021,66436,Holton,Kansas,13255.0
28022,66438,Home,Kansas,257.0
28023,66439,Horton,Kansas,7047.0
28024,66440,Hoyt,Kansas,2279.0
28025,66441,Junction City,Kansas,60076.0
28026,66442,Fort Riley,Kansas,31433.0
28027,66449,Leonardville,Kansas,1367.0
28028,66451,Lyndon,Kansas,3639.0
28029,66501,Mc Farland,Kansas,693.0
28030,66502,Manhattan,Kansas,96477.0
28031,66503,Manhattan,Kansas,36632.0
28033,66506,Manhattan,Kansas,9050.0
28034,66507,Maple Hill,Kansas,2714.0
28035,66508,Marysville,Kansas,7441.0
28036,66509,Mayetta,Kansas,4074.0
28037,66510,Melvern,Kansas,1588.0
28038,66512,Meriden,Kansas,7112.0
28039,66514,Milford,Kansas,4480.0
28040,66515,Morrill,Kansas,975.0
28041,66516,Netawaka,Kansas,818.0
28042,66517,Ogden,Kansas,4613.0
28043,66518,Oketo,Kansas,402.0
28044,66520,Olsburg,Kansas,641.0
28045,66521,Onaga,Kansas,2702.0
28046,66522,Oneida,Kansas,103.0
28047,66523,Osage City,Kansas,4395.0
28048,66524,Overbrook,Kansas,4079.0
28049,66526,Paxico,Kansas,928.0
28050,66527,Powhattan,Kansas,540.0
28051,66528,Quenemo,Kansas,2055.0
28052,66531,Riley,Kansas,3772.0
28053,66532,Robinson,Kansas,1417.0
28054,66533,Rossville,Kansas,5146.0
28055,66534,Sabetha,Kansas,6278.0
28056,66535,Saint George,Kansas,4074.0
28057,66536,Saint Marys,Kansas,7956.0
28058,66537,Scranton,Kansas,1648.0
28059,66538,Seneca,Kansas,1672.0
28060,66539,Silver Lake,Kansas,6225.0
28061,66540,Soldier,Kansas,640.0
28062,66541,Summerfield,Kansas,436.0
28063,66542,Tecumseh,Kansas,7420.0
28064,66543,Vassar,Kansas,455.0
28065,66544,Vermillion,Kansas,935.0
28066,66546,Wakarusa,Kansas,1996.0
28067,66547,Wamego,Kansas,16206.0
28068,66548,Waterville,Kansas,2070.0
28069,66549,Westmoreland,Kansas,4388.0
28070,66550,Wetmore,Kansas,677.0
28071,66552,Whiting,Kansas,1074.0
28072,66554,Randolph,Kansas,1008.0
28074,66603,Topeka,Kansas,3273.0
28075,66604,Topeka,Kansas,51970.0
28076,66605,Topeka,Kansas,53765.0
28077,66606,Topeka,Kansas,19251.0
28078,66607,Topeka,Kansas,25851.0
28079,66608,Topeka,Kansas,9685.0
28080,66609,Topeka,Kansas,18992.0
28081,66610,Topeka,Kansas,23490.0
28082,66611,Topeka,Kansas,26562.0
28083,66612,Topeka,Kansas,6462.0
28084,66614,Topeka,Kansas,69413.0
28085,66615,Topeka,Kansas,5968.0
28086,66616,Topeka,Kansas,12411.0
28087,66617,Topeka,Kansas,23789.0
28088,66618,Topeka,Kansas,15032.0
28089,66619,Topeka,Kansas,6544.0
28091,66621,Topeka,Kansas,608.0
28092,66622,Topeka,Kansas,199.0
28103,66701,Fort Scott,Kansas,21753.0
28104,66710,Altoona,Kansas,1521.0
28105,66711,Arcadia,Kansas,965.0
28106,66712,Arma,Kansas,2317.0
28107,66713,Baxter Springs,Kansas,15293.0
28108,66714,Benedict,Kansas,453.0
28109,66716,Bronson,Kansas,636.0
28110,66717,Buffalo,Kansas,846.0
28111,66720,Chanute,Kansas,18314.0
28112,66724,Cherokee,Kansas,1748.0
28113,66725,Columbus,Kansas,9165.0
28114,66728,Crestline,Kansas,195.0
28115,66732,Elsmore,Kansas,758.0
28116,66733,Erie,Kansas,5697.0
28117,66734,Farlington,Kansas,314.0
28118,66735,Franklin,Kansas,902.0
28119,66736,Fredonia,Kansas,8176.0
28120,66738,Fulton,Kansas,1003.0
28121,66739,Galena,Kansas,11037.0
28122,66740,Galesburg,Kansas,731.0
28123,66741,Garland,Kansas,501.0
28125,66743,Girard,Kansas,7080.0
28126,66746,Hepler,Kansas,566.0
28127,66748,Humboldt,Kansas,2870.0
28128,66749,Iola,Kansas,17247.0
28129,66751,La Harpe,Kansas,1498.0
28130,66753,Mc Cune,Kansas,1248.0
28131,66754,Mapleton,Kansas,739.0
28132,66755,Moran,Kansas,1779.0
28133,66756,Mulberry,Kansas,2230.0
28134,66757,Neodesha,Kansas,9186.0
28135,66758,Neosho Falls,Kansas,430.0
28137,66760,Opolis,Kansas,258.0
28138,66761,Piqua,Kansas,660.0
28139,66762,Pittsburg,Kansas,27248.0
28140,66763,Frontenac,Kansas,8821.0
28141,66767,Prescott,Kansas,609.0
28142,66769,Redfield,Kansas,971.0
28143,66770,Riverton,Kansas,2435.0
28144,66771,Saint Paul,Kansas,2685.0
28145,66772,Savonburg,Kansas,339.0
28146,66773,Scammon,Kansas,2212.0
28147,66775,Stark,Kansas,408.0
28148,66776,Thayer,Kansas,2130.0
28149,66777,Toronto,Kansas,744.0
28150,66778,Treece,Kansas,240.0
28151,66779,Uniontown,Kansas,1409.0
28152,66780,Walnut,Kansas,1266.0
28153,66781,Weir,Kansas,2309.0
28154,66782,West Mineral,Kansas,210.0
28155,66783,Yates Center,Kansas,2752.0
28156,66801,Emporia,Kansas,74932.0
28157,66830,Admire,Kansas,574.0
28158,66833,Allen,Kansas,832.0
28159,66834,Alta Vista,Kansas,1892.0
28160,66835,Americus,Kansas,2944.0
28161,66838,Burdick,Kansas,291.0
28162,66839,Burlington,Kansas,6785.0
28163,66840,Burns,Kansas,1754.0
28164,66842,Cassoday,Kansas,662.0
28165,66843,Cedar Point,Kansas,220.0
28166,66845,Cottonwood Falls,Kansas,1969.0
28167,66846,Council Grove,Kansas,8628.0
28168,66849,Dwight,Kansas,822.0
28169,66850,Elmdale,Kansas,396.0
28170,66851,Florence,Kansas,1248.0
28171,66852,Gridley,Kansas,1625.0
28172,66853,Hamilton,Kansas,912.0
28173,66854,Hartford,Kansas,1709.0
28175,66856,Lebo,Kansas,4263.0
28176,66857,Le Roy,Kansas,1130.0
28177,66858,Lincolnville,Kansas,756.0
28178,66859,Lost Springs,Kansas,187.0
28179,66860,Madison,Kansas,3379.0
28180,66861,Marion,Kansas,5370.0
28181,66862,Matfield Green,Kansas,194.0
28182,66863,Neal,Kansas,136.0
28183,66864,Neosho Rapids,Kansas,811.0
28184,66865,Olpe,Kansas,1910.0
28185,66866,Peabody,Kansas,790.0
28186,66868,Reading,Kansas,2080.0
28187,66869,Strong City,Kansas,1935.0
28188,66870,Virgil,Kansas,362.0
28189,66871,Waverly,Kansas,2239.0
28190,66872,White City,Kansas,2592.0
28191,66873,Wilsey,Kansas,691.0
28192,66901,Concordia,Kansas,14707.0
28193,66930,Agenda,Kansas,418.0
28194,66932,Athol,Kansas,259.0
28195,66933,Barnes,Kansas,468.0
28196,66935,Belleville,Kansas,6696.0
28197,66936,Burr Oak,Kansas,530.0
28198,66937,Clifton,Kansas,1552.0
28199,66938,Clyde,Kansas,1690.0
28200,66939,Courtland,Kansas,871.0
28201,66940,Cuba,Kansas,546.0
28202,66941,Esbon,Kansas,230.0
28203,66942,Formoso,Kansas,651.0
28204,66943,Greenleaf,Kansas,1070.0
28205,66944,Haddam,Kansas,309.0
28206,66945,Hanover,Kansas,661.0
28207,66946,Hollenberg,Kansas,276.0
28208,66948,Jamestown,Kansas,1076.0
28209,66949,Jewell,Kansas,1843.0
28210,66951,Kensington,Kansas,1991.0
28211,66952,Lebanon,Kansas,1105.0
28212,66953,Linn,Kansas,1468.0
28213,66955,Mahaska,Kansas,234.0
28214,66956,Mankato,Kansas,3047.0
28215,66958,Morrowville,Kansas,823.0
28216,66959,Munden,Kansas,555.0
28217,66960,Narka,Kansas,371.0
28219,66962,Palmer,Kansas,723.0
28220,66963,Randall,Kansas,103.0
28221,66964,Republic,Kansas,545.0
28222,66966,Scandia,Kansas,1597.0
28223,66967,Smith Center,Kansas,5450.0
28224,66968,Washington,Kansas,4580.0
28225,66970,Webber,Kansas,163.0
28226,67001,Andale,Kansas,3484.0
28227,67002,Andover,Kansas,15848.0
28228,67003,Anthony,Kansas,2156.0
28229,67004,Argonia,Kansas,2242.0
28230,67005,Arkansas City,Kansas,26794.0
28231,67008,Atlanta,Kansas,1189.0
28232,67009,Attica,Kansas,1472.0
28233,67010,Augusta,Kansas,36740.0
28234,67012,Beaumont,Kansas,97.0
28235,67013,Belle Plaine,Kansas,3627.0
28236,67016,Bentley,Kansas,894.0
28237,67017,Benton,Kansas,5165.0
28238,67018,Bluff City,Kansas,382.0
28239,67019,Burden,Kansas,2632.0
28240,67020,Burrton,Kansas,3456.0
28241,67021,Byers,Kansas,127.0
28242,67022,Caldwell,Kansas,3829.0
28243,67023,Cambridge,Kansas,637.0
28244,67024,Cedar Vale,Kansas,1862.0
28245,67025,Cheney,Kansas,7958.0
28246,67026,Clearwater,Kansas,10950.0
28247,67028,Coats,Kansas,393.0
28248,67029,Coldwater,Kansas,1323.0
28249,67030,Colwich,Kansas,6823.0
28250,67031,Conway Springs,Kansas,3945.0
28251,67035,Cunningham,Kansas,2155.0
28252,67036,Danville,Kansas,420.0
28253,67037,Derby,Kansas,28529.0
28254,67038,Dexter,Kansas,1537.0
28255,67039,Douglass,Kansas,7580.0
28256,67041,Elbing,Kansas,148.0
28257,67042,El Dorado,Kansas,49611.0
28258,67045,Eureka,Kansas,3755.0
28259,67047,Fall River,Kansas,1978.0
28260,67049,Freeport,Kansas,162.0
28261,67050,Garden Plain,Kansas,3158.0
28262,67051,Geuda Springs,Kansas,957.0
28263,67052,Goddard,Kansas,17890.0
28264,67053,Goessel,Kansas,646.0
28265,67054,Greensburg,Kansas,2896.0
28266,67055,Greenwich,Kansas,153.0
28267,67056,Halstead,Kansas,7990.0
28268,67057,Hardtner,Kansas,530.0
28269,67058,Harper,Kansas,1436.0
28270,67059,Haviland,Kansas,2236.0
28271,67060,Haysville,Kansas,17448.0
28272,67061,Hazelton,Kansas,269.0
28273,67062,Hesston,Kansas,9068.0
28274,67063,Hillsboro,Kansas,2751.0
28275,67065,Isabel,Kansas,362.0
28276,67066,Iuka,Kansas,490.0
28277,67067,Kechi,Kansas,3422.0
28278,67068,Kingman,Kansas,9308.0
28279,67070,Kiowa,Kansas,1345.0
28280,67071,Lake City,Kansas,146.0
28281,67072,Latham,Kansas,485.0
28282,67073,Lehigh,Kansas,672.0
28283,67074,Leon,Kansas,4586.0
28284,67101,Maize,Kansas,6153.0
28286,67103,Mayfield,Kansas,504.0
28287,67104,Medicine Lodge,Kansas,6644.0
28288,67105,Milan,Kansas,220.0
28289,67106,Milton,Kansas,472.0
28290,67107,Moundridge,Kansas,4908.0
28291,67108,Mount Hope,Kansas,3720.0
28292,67109,Mullinville,Kansas,1164.0
28293,67110,Mulvane,Kansas,22811.0
28294,67111,Murdock,Kansas,768.0
28295,67112,Nashville,Kansas,614.0
28296,67114,Newton,Kansas,57974.0
28297,67117,North Newton,Kansas,4748.0
28298,67118,Norwich,Kansas,2081.0
28299,67119,Oxford,Kansas,2562.0
28300,67120,Peck,Kansas,3086.0
28301,67122,Piedmont,Kansas,271.0
28302,67123,Potwin,Kansas,1234.0
28303,67124,Pratt,Kansas,17389.0
28304,67127,Protection,Kansas,807.0
28305,67131,Rock,Kansas,315.0
28306,67132,Rosalia,Kansas,739.0
28307,67133,Rose Hill,Kansas,16839.0
28308,67134,Sawyer,Kansas,850.0
28309,67135,Sedgwick,Kansas,7555.0
28310,67137,Severy,Kansas,1110.0
28311,67138,Sharon,Kansas,882.0
28312,67140,South Haven,Kansas,1358.0
28313,67142,Spivey,Kansas,999.0
28314,67143,Sun City,Kansas,157.0
28315,67144,Towanda,Kansas,4599.0
28316,67146,Udall,Kansas,2051.0
28317,67147,Valley Center,Kansas,17539.0
28318,67149,Viola,Kansas,1096.0
28319,67150,Waldron,Kansas,32.0
28320,67151,Walton,Kansas,1328.0
